N,P,K,temperature,humidity,ph,rainfall,label
26.95,27.4,15.94,25.81,69.17,6.33,146.09,orange
25.75,18.98,18.53,23.52,53.45,7.46,78.13,orange
15.28,29.58,13.72,22.33,64.39,7.47,137.76,orange
38.16,29.2,12.22,26.17,62.29,6.98,88.92,orange
30.08,16.58,24.46,25.09,63.59,7.32,149.06,orange
20.08,27.72,15.35,29.92,57.02,6.32,74.19,orange
37.99,26.95,26.4,29.83,56.28,7.46,106.47,orange
37.87,14.21,29.91,26.35,63.68,6.21,131.36,orange
39.73,22.49,11.53,24.43,54.31,6.15,98.94,orange
36.85,11.45,19.46,24.91,58.39,6.17,102.13,orange
39.94,26.73,26.04,26.82,53.76,6.86,148.77,orange
21.12,13.49,25.78,21.02,50.17,7.17,98.28,orange
36.06,11.42,25.2,23.28,69.4,6.55,114.37,orange
35.58,18.0,16.98,20.75,58.63,7.47,64.91,orange
20.77,21.54,19.08,20.73,69.39,6.65,135.8,orange
17.46,27.1,21.9,21.96,52.81,6.23,118.34,orange
39.49,29.48,29.48,24.85,61.75,6.7,96.36,orange
22.4,18.79,16.55,27.85,54.02,7.02,61.46,orange
36.77,11.21,28.46,24.85,65.8,7.25,113.25,orange
15.1,24.98,15.39,23.35,65.67,6.69,61.14,orange
15.53,21.3,29.78,20.82,52.25,6.89,60.11,orange
26.65,18.96,23.41,25.5,68.24,6.4,115.45,orange
20.97,16.19,19.27,22.71,53.89,6.97,77.01,orange
32.25,20.05,22.27,26.15,62.26,7.48,77.27,orange
29.14,16.77,15.45,29.77,69.71,6.07,118.79,orange
16.94,25.14,15.48,21.11,67.65,7.33,64.83,orange
19.07,20.88,12.27,22.12,69.13,6.84,88.21,orange
24.7,27.54,12.28,24.73,56.85,6.38,73.45,orange
19.64,20.87,16.95,29.69,52.11,7.43,112.22,orange
34.81,14.77,25.26,27.72,53.77,6.73,119.56,orange
25.4,27.02,22.16,28.98,60.01,6.5,124.9,orange
17.34,21.14,12.05,23.34,65.86,6.27,82.97,orange
27.11,14.14,27.04,29.92,53.0,6.37,68.03,orange
17.27,22.47,22.03,21.03,63.19,7.25,67.08,orange
18.22,17.15,29.22,20.53,56.47,6.92,98.35,orange
20.99,26.89,23.4,28.56,56.82,7.37,145.13,orange
36.49,19.07,13.5,29.27,63.24,6.35,79.6,orange
38.12,24.53,19.48,20.91,59.34,6.18,83.11,orange
35.66,11.91,22.97,21.13,66.24,6.01,69.08,orange
23.35,17.92,10.57,20.33,53.12,6.76,114.5,orange
21.81,29.66,10.3,21.05,65.8,7.5,121.19,orange
28.73,26.17,12.59,22.09,51.28,7.04,117.86,orange
33.05,13.2,15.03,29.7,53.88,6.46,137.5,orange
39.83,15.56,18.59,26.68,63.12,7.32,103.78,orange
18.29,16.6,19.75,27.79,67.1,7.17,72.1,orange
16.23,23.01,12.76,27.76,55.05,6.02,86.05,orange
32.36,25.14,23.47,25.35,56.54,7.23,119.62,orange
35.81,24.99,21.92,27.97,60.74,6.45,115.18,orange
36.16,20.2,15.89,25.96,54.23,6.22,107.79,orange
31.96,26.22,10.27,23.15,66.22,6.34,121.47,orange
38.85,18.74,11.55,25.61,65.47,6.7,117.37,orange
27.78,12.48,17.83,25.34,52.91,6.64,139.32,orange
37.85,21.29,13.08,28.23,59.28,6.43,112.74,orange
39.2,29.05,17.54,29.82,65.5,6.26,130.07,orange
36.18,25.86,22.56,24.11,56.75,7.14,82.38,orange
22.74,21.57,20.94,27.63,62.66,7.49,121.04,orange
19.91,22.94,14.62,21.0,51.0,7.17,141.2,orange
28.7,28.61,16.88,27.77,62.17,6.44,94.72,orange
26.33,18.57,22.28,23.71,53.05,6.37,130.12,orange
36.94,16.63,27.22,20.39,66.61,6.33,125.23,orange
17.5,29.54,25.06,23.63,57.11,6.21,65.36,orange
21.44,27.27,21.07,26.11,55.63,6.83,112.34,orange
33.79,16.46,17.25,21.19,66.82,6.91,71.72,orange
17.37,19.28,17.3,29.24,51.0,7.06,147.06,orange
23.02,18.3,27.59,20.78,57.93,7.02,133.03,orange
24.68,12.98,10.78,29.3,57.4,6.44,69.88,orange
30.56,29.16,29.76,27.07,55.7,6.5,70.96,orange
18.95,18.09,23.29,23.3,68.24,7.02,113.5,orange
36.52,27.51,23.62,23.91,65.02,6.52,91.04,orange
26.19,13.79,10.76,27.41,51.28,6.32,63.14,orange
37.93,20.96,22.11,26.01,64.29,6.56,108.75,orange
26.7,10.48,19.7,26.72,60.55,6.41,94.91,orange
21.88,25.28,12.12,23.89,68.02,6.13,69.1,orange
18.55,21.62,15.56,24.88,56.26,7.25,132.17,orange
15.09,22.51,27.81,29.9,61.48,7.28,142.36,orange
28.3,11.03,21.0,22.14,60.02,6.33,128.09,orange
17.68,14.22,18.27,24.18,59.79,6.1,134.02,orange
24.79,11.49,11.45,22.92,59.12,7.11,79.48,orange
29.73,15.78,24.28,27.65,54.11,6.32,83.72,orange
21.89,22.55,24.06,27.64,65.11,6.59,78.77,orange
19.38,21.32,22.28,22.92,59.03,6.1,128.86,orange
34.37,22.24,20.21,20.81,69.17,6.34,145.31,orange
38.67,20.99,18.68,20.11,55.22,7.19,124.52,orange
17.51,15.46,21.87,24.27,63.65,7.21,139.33,orange
18.89,14.89,14.67,24.1,68.81,6.31,117.48,orange
39.0,12.74,28.83,29.88,63.27,6.5,94.89,orange
15.94,26.98,21.78,24.7,67.43,6.2,98.32,orange
39.44,22.33,16.22,22.56,66.55,6.11,66.78,orange
15.12,13.73,18.99,28.91,57.2,7.49,62.83,orange
36.84,13.54,26.11,24.91,62.0,6.98,122.59,orange
22.68,27.46,13.23,25.99,53.13,6.81,99.46,orange
38.46,24.85,15.86,20.96,60.71,7.15,109.7,orange
22.92,23.19,23.59,23.83,54.61,7.26,110.19,orange
48.32,44.65,56.76,33.52,89.49,5.81,80.58,papaya
54.28,37.77,41.74,25.53,70.34,5.95,141.09,papaya
54.12,52.64,60.89,22.51,88.95,5.8,146.66,papaya
51.65,51.65,41.58,33.02,77.37,6.66,178.99,papaya
64.62,34.23,64.51,33.23,70.2,6.57,140.55,papaya
53.53,56.31,64.75,29.75,83.78,6.45,189.98,papaya
58.11,35.43,47.11,29.47,89.61,6.08,155.37,papaya
66.87,53.92,49.71,32.57,89.31,6.86,180.84,papaya
65.99,43.71,54.44,32.22,73.22,6.95,97.8,papaya
66.71,39.85,57.9,33.57,73.62,5.76,182.64,papaya
48.1,34.75,48.62,29.19,81.31,5.83,161.02,papaya
41.05,35.03,57.77,34.58,82.75,6.29,100.43,papaya
47.83,49.86,48.93,34.95,84.79,5.64,102.77,papaya
48.36,46.51,41.66,23.52,73.62,6.15,191.18,papaya
67.28,33.66,40.08,33.04,89.18,6.37,83.87,papaya
59.48,33.38,43.03,28.5,82.77,6.28,135.5,papaya
42.45,32.17,63.77,27.04,86.94,6.0,117.62,papaya
44.06,52.31,68.84,29.97,80.8,6.31,159.81,papaya
44.67,51.36,52.81,22.73,78.29,6.94,180.76,papaya
58.91,31.75,55.38,28.58,89.54,5.81,123.25,papaya
62.06,46.81,44.41,33.32,81.64,6.48,131.23,papaya
65.79,32.54,56.53,24.77,87.34,5.57,197.83,papaya
68.22,57.11,44.34,27.54,89.07,5.6,174.07,papaya
46.05,57.21,58.34,34.21,83.51,6.33,187.66,papaya
49.29,50.95,68.0,27.57,80.98,5.66,132.65,papaya
47.21,57.79,45.87,26.66,70.07,5.53,108.09,papaya
50.76,54.34,62.94,27.73,70.8,5.76,129.42,papaya
67.44,54.86,40.71,28.75,74.02,6.35,165.93,papaya
57.25,47.09,51.26,30.22,73.72,6.56,93.13,papaya
62.15,39.18,43.32,32.41,75.1,5.8,112.46,papaya
54.7,36.53,50.57,27.88,76.1,6.5,85.6,papaya
40.87,39.82,45.21,32.63,77.2,5.77,131.88,papaya
41.93,48.85,51.2,28.94,78.41,6.42,179.29,papaya
56.14,35.18,52.53,26.4,71.98,6.12,82.96,papaya
61.56,37.76,49.02,30.55,70.85,6.48,161.04,papaya
46.46,44.04,59.7,31.33,83.48,6.99,191.9,papaya
61.66,36.99,67.57,29.25,80.75,6.91,108.43,papaya
64.32,47.66,52.02,22.74,78.88,5.51,163.24,papaya
52.36,57.7,45.77,24.21,82.69,6.83,197.01,papaya
62.39,52.44,48.12,25.71,86.55,5.6,195.47,papaya
52.12,49.99,65.62,25.67,78.55,6.93,108.19,papaya
60.35,47.48,57.15,30.75,82.82,5.92,92.04,papaya
62.92,44.64,53.65,22.24,89.07,6.07,97.79,papaya
69.76,35.6,44.49,31.82,86.79,5.64,164.24,papaya
50.36,56.84,53.49,25.45,78.52,5.67,167.09,papaya
52.33,37.46,48.35,26.03,82.89,6.59,160.91,papaya
44.97,32.74,68.29,28.86,73.54,6.92,120.33,papaya
46.12,52.5,66.52,24.81,81.21,6.42,100.37,papaya
60.8,35.27,42.52,33.5,89.63,6.57,149.69,papaya
67.51,41.16,55.5,23.11,80.37,6.64,138.04,papaya
51.84,30.85,46.75,27.78,88.55,5.89,167.46,papaya
45.4,34.11,52.32,33.04,78.15,5.57,132.96,papaya
48.55,35.2,66.31,30.01,89.98,5.5,120.64,papaya
53.65,31.63,55.83,25.8,81.58,6.03,115.22,papaya
48.72,49.7,50.03,27.47,70.85,5.86,105.38,papaya
47.01,55.11,46.24,31.19,81.74,5.59,111.89,papaya
62.08,41.2,64.01,34.65,75.49,5.77,91.38,papaya
40.24,56.24,58.74,33.61,70.65,5.69,121.62,papaya
56.18,36.4,54.04,26.45,86.42,6.87,84.39,papaya
63.81,39.76,46.52,34.98,75.51,5.71,102.37,papaya
47.99,34.52,50.03,22.05,85.93,6.31,169.61,papaya
58.1,48.62,68.8,22.36,75.76,6.39,119.06,papaya
60.07,42.6,55.6,32.71,73.89,6.32,160.19,papaya
59.65,48.4,52.02,24.59,89.48,5.65,166.03,papaya
53.38,52.85,55.64,22.79,77.23,5.98,149.74,papaya
50.4,46.37,63.37,25.08,82.03,5.58,195.04,papaya
65.08,48.83,50.2,27.54,82.2,6.09,82.57,papaya
62.75,58.06,45.36,31.5,81.21,5.78,168.64,papaya
49.64,38.97,57.55,30.12,88.29,6.34,195.05,papaya
43.09,40.77,59.96,25.09,83.49,6.54,183.47,papaya
42.15,51.53,61.38,28.54,78.07,6.3,100.15,papaya
42.83,48.34,66.46,34.04,87.25,6.15,119.22,papaya
57.49,35.36,51.14,32.6,73.62,6.08,100.69,papaya
41.55,41.28,42.26,26.2,80.88,6.76,152.16,papaya
50.11,44.04,68.75,34.77,89.01,5.83,165.46,papaya
62.6,42.58,53.05,31.21,82.51,6.6,118.05,papaya
48.83,35.35,58.7,22.81,86.34,6.64,144.74,papaya
62.9,57.73,59.99,22.46,83.07,6.13,162.91,papaya
62.36,52.87,56.4,24.19,86.79,5.95,130.56,papaya
47.37,44.44,46.16,31.46,88.89,6.21,182.48,papaya
61.86,50.4,62.65,24.39,75.46,5.64,172.59,papaya
62.43,56.92,64.11,28.65,73.39,5.57,87.76,papaya
51.92,34.09,56.59,23.21,79.68,5.67,154.54,papaya
46.31,37.51,54.66,33.97,84.04,5.78,108.24,papaya
55.64,46.28,43.42,26.47,74.54,6.26,146.9,papaya
67.64,53.97,42.52,33.81,70.08,6.77,194.83,papaya
59.19,31.09,50.19,34.28,76.86,5.85,185.49,papaya
45.19,59.52,49.33,22.08,89.38,6.9,128.54,papaya
60.48,43.65,68.61,28.03,83.9,6.93,114.98,papaya
52.82,40.78,63.51,22.32,78.03,6.94,108.13,papaya
57.75,38.78,59.8,33.81,73.85,6.76,143.9,papaya
62.02,35.23,55.53,28.74,77.12,6.05,93.71,papaya
55.45,53.75,45.02,22.97,73.4,5.61,145.91,papaya
64.42,58.66,69.35,23.43,72.13,6.35,80.16,papaya
61.66,42.41,51.25,26.99,88.13,6.34,118.86,papaya
58.45,58.57,43.21,34.22,89.95,6.77,106.39,papaya
44.52,54.71,54.81,31.01,73.28,6.99,196.55,papaya
65.08,44.43,66.22,33.28,71.09,6.26,167.27,papaya
68.08,50.22,66.62,26.76,76.59,6.02,121.96,papaya
44.11,43.05,40.33,22.56,79.23,5.78,91.14,papaya
27.92,39.7,20.65,27.43,93.92,7.74,138.23,coconut
20.34,31.47,31.41,27.58,89.24,5.53,222.04,coconut
28.41,24.14,19.11,31.14,89.83,7.91,192.79,coconut
35.88,26.76,16.4,31.39,84.99,6.68,225.72,coconut
30.39,21.66,18.03,25.24,84.49,7.5,177.36,coconut
30.84,23.62,38.25,26.92,77.2,5.82,156.55,coconut
28.53,31.23,28.79,29.92,86.2,6.49,238.28,coconut
38.18,37.07,34.91,33.89,79.94,6.18,105.44,coconut
38.3,19.6,23.32,27.97,94.54,6.23,228.42,coconut
27.82,36.01,29.82,30.5,90.93,5.81,134.62,coconut
22.64,18.04,27.37,32.25,83.26,7.51,227.31,coconut
26.49,20.37,38.64,36.55,78.03,5.52,120.88,coconut
19.66,15.93,33.69,29.24,90.71,6.28,187.03,coconut
30.91,18.52,33.26,26.74,77.44,5.94,233.22,coconut
27.5,37.93,16.16,31.36,78.79,6.97,171.03,coconut
17.58,26.49,28.74,34.71,79.23,6.14,211.99,coconut
19.94,16.94,26.67,26.43,86.14,6.15,220.7,coconut
26.99,38.99,38.2,30.52,90.74,6.72,210.47,coconut
37.19,36.97,21.43,25.23,81.29,7.13,238.8,coconut
29.16,33.87,21.75,25.44,76.69,5.8,167.03,coconut
32.04,38.34,25.28,31.28,84.29,5.94,125.97,coconut
23.48,20.5,21.08,28.88,89.96,6.12,107.17,coconut
29.29,35.91,18.23,35.99,79.43,7.93,136.97,coconut
26.18,32.25,36.44,32.83,79.4,6.49,121.48,coconut
31.48,36.74,28.96,30.9,93.94,7.0,183.69,coconut
16.26,34.92,36.53,30.3,94.08,6.1,127.74,coconut
27.33,23.66,35.78,31.46,94.81,6.73,105.84,coconut
22.4,34.36,22.05,25.53,91.15,5.69,105.4,coconut
23.15,21.56,28.69,36.61,78.76,5.59,224.74,coconut
39.02,23.21,17.08,37.98,79.24,6.67,188.72,coconut
19.57,17.7,37.88,27.36,81.8,6.5,153.71,coconut
22.78,38.38,25.11,26.56,81.36,5.84,234.13,coconut
27.75,22.28,24.84,26.87,94.13,7.22,110.53,coconut
36.58,28.02,22.57,33.59,90.78,7.98,247.05,coconut
25.42,24.78,26.52,33.6,89.48,6.49,192.44,coconut
33.6,39.0,21.29,36.02,78.72,7.06,127.52,coconut
36.41,23.38,24.37,34.77,93.19,7.91,201.86,coconut
22.75,34.46,35.0,30.85,91.56,7.58,214.51,coconut
24.82,36.39,35.86,32.97,78.27,6.66,164.4,coconut
23.91,25.89,22.6,33.95,92.42,7.34,229.24,coconut
35.82,24.45,26.73,31.67,80.44,5.82,122.61,coconut
16.11,33.69,36.85,31.18,76.62,6.78,141.83,coconut
22.71,37.82,16.32,33.39,88.14,6.2,114.02,coconut
31.99,33.87,37.23,32.25,88.08,5.9,131.63,coconut
29.14,20.68,20.48,33.37,76.9,6.57,135.81,coconut
25.91,37.21,31.96,32.97,81.38,5.83,237.64,coconut
28.5,24.69,29.56,34.35,94.86,7.25,111.72,coconut
19.94,29.41,28.82,33.36,88.57,6.64,164.11,coconut
25.77,35.79,36.48,31.76,89.6,6.83,179.86,coconut
27.54,19.71,17.54,33.86,79.26,5.87,234.8,coconut
37.53,34.61,23.68,30.84,76.58,5.85,249.65,coconut
21.52,29.9,28.46,28.14,80.54,6.96,213.01,coconut
36.7,37.33,35.28,25.02,79.98,7.96,245.62,coconut
31.11,19.3,20.41,32.28,79.69,5.74,218.07,coconut
15.51,25.52,35.07,32.68,78.86,6.21,244.48,coconut
33.12,35.82,24.99,37.64,86.5,7.67,206.09,coconut
15.89,15.48,19.72,29.7,81.56,5.68,111.96,coconut
39.93,17.81,33.97,30.12,91.41,7.69,160.29,coconut
36.82,39.76,17.27,27.62,78.68,6.81,196.99,coconut
22.43,22.01,27.87,25.92,84.29,6.52,152.61,coconut
21.44,39.39,16.6,35.05,75.27,6.27,141.01,coconut
24.54,19.56,23.91,28.25,84.63,6.24,186.61,coconut
23.9,24.03,30.03,32.92,76.12,6.26,240.03,coconut
24.31,33.82,28.9,33.94,94.55,7.71,105.25,coconut
22.96,31.44,25.12,31.13,90.81,7.31,215.38,coconut
30.53,29.53,25.73,36.39,84.8,7.17,208.41,coconut
19.11,28.25,20.67,30.77,76.73,7.5,244.59,coconut
36.15,36.09,26.4,28.7,86.85,6.14,239.61,coconut
35.31,20.87,38.83,36.65,90.18,7.05,214.33,coconut
26.91,26.06,36.26,36.2,78.81,6.65,178.06,coconut
36.32,18.89,18.63,27.13,86.36,7.46,130.64,coconut
21.18,29.9,15.74,25.34,91.28,6.27,181.79,coconut
15.44,21.26,38.34,26.17,90.36,7.11,214.8,coconut
30.48,23.35,28.17,28.73,91.06,7.71,234.35,coconut
26.45,26.78,28.45,37.64,92.59,6.51,218.46,coconut
29.18,15.67,34.52,32.26,93.75,5.67,129.29,coconut
37.48,17.3,22.87,29.85,83.11,6.79,189.95,coconut
39.25,32.15,27.05,36.55,86.38,6.36,149.83,coconut
30.86,25.72,39.22,30.89,90.81,7.18,101.38,coconut
34.1,36.62,31.8,29.1,88.94,7.88,130.03,coconut
17.1,32.37,18.84,37.24,94.91,6.71,116.98,coconut
19.02,15.2,18.33,36.04,75.27,6.67,226.41,coconut
33.33,30.42,20.11,35.97,82.1,7.14,138.78,coconut
25.78,17.34,34.17,31.66,80.62,5.76,142.7,coconut
26.15,34.52,22.38,35.26,80.25,6.13,243.99,coconut
22.72,39.79,15.53,27.33,79.45,7.8,156.86,coconut
30.18,28.28,38.6,32.45,89.18,7.17,101.44,coconut
19.63,32.07,19.24,37.79,76.7,5.53,142.58,coconut
30.67,20.93,15.24,28.78,89.83,6.01,117.89,coconut
19.34,25.94,20.93,35.33,88.87,7.21,115.42,coconut
16.6,36.4,20.88,31.38,80.02,7.41,111.62,coconut
23.26,19.19,25.55,25.52,80.06,7.6,188.99,coconut
20.78,21.64,38.01,34.92,87.58,6.23,128.4,coconut
37.22,26.14,36.98,27.19,90.24,7.83,154.19,coconut
16.37,32.81,26.42,33.21,92.53,6.88,229.3,coconut
19.42,24.4,25.27,26.11,92.04,7.24,163.65,coconut
28.72,38.19,28.88,37.31,94.3,6.99,237.35,coconut
27.03,17.36,21.09,28.79,86.63,5.81,174.69,coconut
16.15,24.27,16.3,27.94,93.17,7.91,159.83,coconut
15.18,32.72,38.48,26.68,91.17,5.81,212.56,coconut
102.93,50.98,26.71,23.55,50.76,7.5,75.59,cotton
103.58,52.05,37.21,28.5,58.6,7.8,85.35,cotton
126.08,38.71,34.17,22.84,51.26,6.1,68.9,cotton
119.48,39.1,35.3,23.81,65.78,7.05,87.17,cotton
131.62,53.49,35.33,26.76,60.59,6.07,136.79,cotton
136.65,38.9,31.07,28.54,50.58,6.94,145.29,cotton
115.53,46.88,26.45,23.46,50.81,7.77,137.89,cotton
123.86,37.48,36.62,23.85,62.25,6.72,123.11,cotton
120.03,54.51,38.15,24.04,66.12,7.86,111.4,cotton
139.26,33.32,15.6,24.39,58.76,7.26,130.87,cotton
133.24,54.88,16.29,24.27,61.09,7.87,99.08,cotton
136.47,48.08,38.97,25.95,66.0,7.51,144.13,cotton
110.17,35.61,21.93,28.54,62.21,6.21,127.72,cotton
130.9,46.26,36.83,26.38,54.5,6.46,129.78,cotton
110.62,38.47,24.72,29.76,62.26,6.79,113.59,cotton
108.35,39.7,17.98,29.19,62.57,6.34,148.52,cotton
137.77,40.55,17.01,23.27,64.68,6.99,85.2,cotton
100.77,31.9,18.91,22.49,62.42,6.94,98.11,cotton
138.62,59.58,21.25,30.78,69.38,7.91,137.76,cotton
105.97,30.95,27.21,22.8,53.95,6.87,109.27,cotton
132.78,49.87,32.54,23.48,69.02,7.57,148.92,cotton
111.04,41.14,39.66,22.22,60.77,7.88,94.64,cotton
114.03,49.38,26.04,28.28,63.44,7.75,96.93,cotton
108.67,40.69,27.95,27.82,51.99,6.42,148.87,cotton
123.42,50.21,28.05,31.87,57.61,6.99,106.44,cotton
113.92,51.88,28.49,30.87,65.39,6.7,111.61,cotton
126.3,50.72,27.94,26.11,64.14,6.8,93.28,cotton
100.63,33.42,15.22,25.72,50.8,6.72,87.67,cotton
102.57,49.71,15.04,24.97,60.93,7.65,125.59,cotton
103.99,38.4,17.44,23.52,51.77,6.9,71.98,cotton
116.76,30.86,17.54,23.38,69.92,7.05,147.93,cotton
132.59,42.44,32.62,23.32,67.95,7.96,137.92,cotton
135.53,43.01,20.12,23.14,50.42,6.12,79.07,cotton
109.79,44.02,37.37,24.41,67.17,6.98,129.4,cotton
122.97,51.14,38.22,25.07,68.39,7.55,120.26,cotton
130.73,39.27,39.4,31.62,57.07,6.3,78.45,cotton
111.55,39.46,38.48,27.78,64.39,7.22,87.32,cotton
116.36,31.82,21.8,31.88,58.84,6.48,100.9,cotton
120.96,50.6,27.74,25.72,63.1,7.73,129.92,cotton
105.39,47.03,19.39,26.58,56.81,6.65,123.87,cotton
101.04,40.48,35.16,25.25,56.45,6.66,113.22,cotton
106.11,51.16,37.21,23.83,58.49,7.2,136.84,cotton
125.07,46.12,36.28,23.43,52.91,6.37,135.79,cotton
102.94,44.08,25.83,31.45,66.62,6.57,121.79,cotton
107.59,45.34,33.97,31.87,56.97,6.83,138.7,cotton
113.51,49.09,17.44,22.45,58.0,6.71,93.43,cotton
103.11,49.8,16.01,23.5,67.88,7.05,148.12,cotton
107.67,38.67,33.83,26.24,59.93,7.2,121.49,cotton
136.45,34.22,25.63,23.86,60.89,7.13,142.24,cotton
100.77,34.7,39.89,25.64,69.13,7.31,114.63,cotton
126.14,49.18,17.43,23.29,67.73,6.62,81.84,cotton
115.38,56.19,36.39,26.57,53.39,6.25,114.24,cotton
126.91,42.28,27.0,24.72,59.46,7.52,97.11,cotton
123.55,35.09,35.68,25.52,69.43,7.7,129.75,cotton
108.94,52.7,35.43,22.94,57.45,6.51,107.58,cotton
133.89,54.97,37.9,26.28,57.43,6.81,143.61,cotton
119.68,56.42,22.45,31.83,53.9,7.0,127.81,cotton
132.9,48.2,38.74,25.29,52.29,7.07,128.45,cotton
116.24,55.82,18.79,30.76,64.81,7.32,81.72,cotton
139.39,30.46,17.05,30.43,65.4,6.08,158.42,cotton
130.82,33.22,25.79,31.52,69.38,7.44,144.17,cotton
138.64,32.78,35.71,29.9,65.47,6.12,138.9,cotton
120.57,51.38,26.84,28.6,54.87,6.94,93.02,cotton
118.95,32.09,35.73,30.57,50.8,7.66,113.56,cotton
130.22,44.89,33.24,22.76,69.71,6.9,73.71,cotton
135.21,44.18,20.24,26.63,56.81,6.3,113.85,cotton
138.57,39.32,38.72,31.89,56.24,7.97,74.59,cotton
112.98,56.11,16.52,29.7,68.12,7.78,115.3,cotton
131.95,35.11,37.46,31.62,61.7,7.54,124.87,cotton
108.43,40.57,22.61,29.8,54.3,6.82,99.02,cotton
121.82,53.23,27.5,30.75,67.78,6.37,109.85,cotton
107.19,30.91,25.56,29.07,69.87,7.88,147.57,cotton
113.9,50.19,19.3,29.61,51.73,7.06,70.86,cotton
137.25,54.49,23.95,27.23,67.25,7.7,139.17,cotton
105.84,57.97,19.82,31.24,57.81,6.68,77.08,cotton
125.3,56.29,20.1,30.25,60.48,6.67,63.67,cotton
123.72,39.58,19.68,30.44,68.3,7.97,78.56,cotton
104.83,47.59,27.23,28.73,69.47,7.04,136.5,cotton
113.04,32.32,34.95,25.05,55.24,6.28,100.51,cotton
122.52,37.74,29.22,22.36,54.26,6.44,147.25,cotton
107.49,32.83,37.33,31.36,51.61,6.96,112.47,cotton
132.02,39.46,30.91,27.86,61.24,6.08,62.23,cotton
138.89,56.26,32.23,24.98,50.27,6.93,131.67,cotton
108.59,40.42,31.69,23.49,58.24,6.84,71.02,cotton
107.48,46.86,26.24,30.3,51.47,7.56,138.94,cotton
118.2,43.0,32.23,30.37,58.1,6.71,76.81,cotton
129.91,43.77,16.74,30.15,50.8,7.97,94.54,cotton
111.26,59.09,36.5,28.45,66.7,6.36,136.13,cotton
100.8,38.88,34.45,25.66,54.19,7.18,155.42,cotton
121.65,48.82,21.13,25.04,56.57,6.18,97.14,cotton
138.26,42.6,34.2,22.09,67.4,7.47,142.94,cotton
115.65,31.83,15.32,30.34,64.93,7.99,79.08,cotton
116.81,44.68,20.43,22.87,54.38,7.64,140.72,cotton
138.76,54.4,16.63,28.31,51.44,7.11,125.75,cotton
127.78,32.96,34.51,27.04,64.31,6.97,79.27,cotton
128.77,32.09,33.9,27.27,57.81,7.67,90.25,cotton
122.51,34.61,35.34,31.27,65.32,7.87,73.18,cotton
138.98,52.93,15.11,22.32,58.91,7.98,98.3,cotton
127.55,51.72,27.53,29.73,56.92,6.79,80.36,cotton
135.8,46.95,32.62,22.52,59.02,7.98,124.4,cotton
99.78,63.96,39.12,29.0,79.32,6.96,298.43,jute
60.48,59.28,39.82,31.47,71.15,6.78,221.82,jute
81.64,63.21,37.31,29.63,73.73,6.65,184.25,jute
82.95,39.22,41.15,24.83,81.21,6.29,207.28,jute
96.57,37.14,56.46,25.86,87.32,6.73,248.08,jute
80.24,51.73,59.27,26.19,87.66,6.6,161.41,jute
81.75,43.71,48.58,26.58,71.4,7.19,240.54,jute
78.87,59.84,50.2,29.65,78.38,7.15,289.68,jute
70.76,55.16,35.98,29.04,81.66,6.2,277.55,jute
62.24,64.12,37.08,26.03,72.94,6.13,160.15,jute
76.35,42.64,42.73,24.68,85.31,7.36,299.01,jute
62.1,49.57,51.32,25.71,84.88,6.8,254.81,jute
82.02,50.04,57.19,33.84,88.07,7.29,174.34,jute
72.29,42.18,53.15,28.69,70.17,6.09,151.86,jute
81.34,52.7,46.76,32.67,74.33,6.79,175.69,jute
65.37,48.3,38.55,32.49,86.54,6.81,275.73,jute
97.31,48.4,58.42,29.12,83.41,7.29,153.25,jute
95.78,45.88,45.91,31.07,87.89,6.15,184.97,jute
67.6,35.51,57.08,25.93,71.14,6.36,263.6,jute
73.74,50.66,50.39,30.88,81.94,6.61,237.92,jute
84.54,45.06,57.16,26.72,81.38,7.3,267.41,jute
63.83,35.04,62.22,32.32,70.71,7.41,261.92,jute
74.18,44.24,62.63,24.84,80.27,7.49,157.59,jute
70.04,43.36,51.05,31.73,82.19,7.44,283.88,jute
96.62,46.8,50.35,25.0,73.83,6.01,184.05,jute
94.1,38.96,42.97,32.81,75.47,6.07,233.01,jute
83.19,50.23,63.07,27.04,82.81,6.22,246.64,jute
80.81,55.77,48.74,30.54,79.37,6.52,175.29,jute
97.23,53.91,38.83,28.88,87.16,7.24,296.43,jute
97.3,59.11,47.98,27.66,76.85,7.34,223.22,jute
98.77,48.56,38.81,30.45,75.33,6.28,158.65,jute
65.02,50.57,50.08,33.48,89.7,6.93,290.59,jute
66.42,59.31,51.84,24.41,88.22,7.38,237.94,jute
87.07,47.83,45.13,33.19,70.58,6.7,254.88,jute
81.66,56.05,37.15,30.09,85.41,6.16,228.78,jute
60.74,48.04,63.31,32.07,72.21,6.69,275.21,jute
62.48,47.53,58.2,27.84,70.55,6.56,154.97,jute
95.52,57.81,60.17,28.72,75.47,6.87,190.26,jute
94.75,40.25,46.01,32.69,75.39,6.66,220.45,jute
74.29,45.16,57.82,28.15,86.39,6.03,161.49,jute
95.64,41.73,49.56,29.35,84.21,7.49,255.89,jute
83.75,45.77,41.03,24.2,89.63,6.82,209.05,jute
92.24,41.91,38.73,25.59,84.23,6.71,190.9,jute
77.1,52.38,45.35,30.42,78.37,7.43,150.51,jute
64.54,58.95,39.13,31.17,83.98,6.23,257.97,jute
77.35,58.6,64.95,29.83,89.99,6.28,275.07,jute
78.29,45.94,36.48,25.43,84.2,7.21,209.26,jute
82.04,64.66,48.23,28.45,85.23,6.39,234.63,jute
